Model Name,Release Year,Color,Series
Chevy Monza 2+2,1987,Orange,International
Chevy Pro Stock Truck,2000,Neon Orange,2000 First Editions
Chevy Pro Stock Truck,2000,Orange,2000 First Editions
Chevy Pro Stock Truck,2000,Pearl White,Hot Haulers 4-Pack
Chevy Pro Stock Truck,2000,Metalflake Purple,2000 Hot Wheels
Chevy Pro Stock Truck,2001,Fluorescent Yellow,Skin Deep Series
Chevy Pro Stock Truck,2002,White,Sweet Rides Series
Pro Stock Truck Chevy S-10,2003,Red,Hot Haulers 5-Pack
Chevy Pro Stock Truck,2007,Red,5 5-Pack
Chevy Pro Stock Truck,2008,Metalflake Champagne,Fourth Of July Cars
Chevy Stocker,1989,Black,Speed Fleet
Speed Driver,2020,Red,Experimotors
Chevy Stocker,1989,Black,Speed Fleet
Chevy Stocker,1990,Turquoise,Cereal Promo
Chevy Stocker,1992,Pink With Gold Metalflakes,1992 Hot Wheels
Chevy Stocker,1992,Pink With Gold Metalflakes,1992 Hot Wheels
Chevy Stocker,1995,Black,Chevrolet 5-Pack
Chevy Stocker,1996,Black,1996 Hot Wheels
Chevy Stocker,1995,Black,1995 Hot Wheels
Monte Carlo Stocker,1995,White,Criss Cross Crash Play Set
Chevy Stocker,1996,White,Fast Food Series
Chevy Stocker,1997,Red,QuickSilver Series
Chevy Stocker,1998,Blue,Figure 8 Racers 5-Pack
Chevy Stocker,1998,Blue,Figure 8 Racers 5-Pack
Chevy Stocker,1998,Purple,1998 Hot Wheels
Chevy Stocker,1998,Purple Plastic Body,Volcano Blowout 5-Pack
Chevy Stocker,1999,Purple,Criss Cross Crash 5-Pack
Chevy Stocker,2001,White,2001 Hot Wheels
Chevy Suburban,2000,Red,Full Grid Exclusive
Chevy Suburban,2000,Blue,2000 Pro Racing
Chevy Suburban,2000,Yellow,2000 Pro Racing
Chevy Suburban,2000,Black,2000 Pro Racing
Chevy Suburban,2000,Black,2000 Pro Racing
Chevy Suburban,2004,Red,2004 Whips - Team Baurtwell - New School
Chevy Suburban,2004,Metalflake Blue,2004 Whips - Team Baurtwell - New School
Chief's Special,1975,Red,1975 Hot Wheels
Chief's Special,1975,Red,Herfy's Restaurant Promotional
Chief's Special,1976,Red,1976 Hot Wheels
Chief's Special,1977,Red,1977 Hot Wheels
Chief's Special,1978,Red,Rescue_Team
Chopper,2010,Yellow,Battle Force 5
Chrysler Firepower Concept,2011,Metalflake Light Orange,Team Commemorative 20-Pack
Chrysler Pronto,1999,Pearl Orange-Yellow,1999 First Editions
Chrysler Pronto,2000,Metalflake Purple,HW 2000
Chrysler Pronto,2000,Metal-flake Green,CD Customs Series
Chrysler Pronto,2000,Silver,Philadelphia Phillies Promo
Chrysler Pronto,2002,Metalflake Dark Red,Star-Spangled
Chrysler Pronto,2009,Metalflake Dark Gray,10-Pack Exclusive
Chrysler Pronto,2012,Matte Black,Boulevard - Concept Cars
Chrysler Thunderbolt,1998,Silver,1998 First Editions
Chrysler Thunderbolt,1999,Metalflake Dark Blue,1999 Hot Wheels
Chrysler Thunderbolt,2000,Black,Future Fleet 2000
Chrysler Thunderbolt,2001,Black,Shark Park 5-Pack
Chrysler Thunderbolt,2002,Metalflake Red,2002 Hot Wheels
Chrysler Thunderbolt,2003,Metalflake Purple,Highway 35 World Race
Circus Cats,1981,White,Scene Machines
City Police,1997,Black,1997 Hot Wheels
Classic '31 Ford Woody,1969,Spectraflame Blue,Hot Wheels
Classic '31 Ford Woody,1969,Spectraflame Aqua,Hot Wheels
Classic '31 Ford Woody,1969,Spectraflame Orange,Hot Wheels
Classic '31 Ford Woody,1969,Spectraflame Red,Hot Wheels
Classic '31 Ford Woody,1969,Spectraflame Purple,Hot Wheels
Classic '31 Ford Woody,1969,Spectraflame Lime Green,Hot Wheels
Classic '31 Ford Woody,1969,Spectraflame Rose,Hot Wheels
Classic '31 Ford Woody,1969,Spectraflame Green,Hot Wheels
Classic '31 Ford Woody,1969,Spectraflame Creamy Pink,Hot Wheels
Classic '31 Ford Woody,1969,Spectraflame Gold,Hot Wheels
Classic '31 Ford Woody,1969,Spectraflame Antifreeze,Hot Wheels
Classic '31 Ford Woody,1969,Spectraflame Light Blue,Hot Wheels
Classic '31 Ford Woody,1969,Spectraflame Magenta,Hot Wheels
Classic '31 Ford Woody,1969,Spectraflame Olive,Hot Wheels
Classic '31 Ford Woody,1969,Spectraflame Yellow,Hot Wheels
Classic '31 Ford Woody,1969,Spectraflame Hot Pink,Hot Wheels
Classic '31 Ford Woody,1969,Spectraflame Brown,Hot Wheels
Classic '32 Ford Vicky,1969,Spectraflame Red,1969 Hot Wheels
Classic '32 Ford Vicky,1969,Spectraflame Orange,1969 Hot Wheels
Classic '32 Ford Vicky,1969,Spectraflame Aqua,1969 Hot Wheels
Classic '32 Ford Vicky,1969,Spectraflame Olive,1969 Hot Wheels
Classic '32 Ford Vicky,1969,Spectraflame Apple Green,Hot Wheels
Classic '32 Ford Vicky,1969,Spectraflame Blue,Hot Wheels
Classic '32 Ford Vicky,1969,Spectraflame Gold,Hot Wheels
Classic '32 Ford Vicky,1969,Spectraflame Green,Hot Wheels
Classic '32 Ford Vicky,1969,Spectraflame Yellow,Hot Wheels
Classic '32 Ford Vicky,1969,Spectraflame Brown,Hot Wheels
Classic '32 Ford Vicky,1969,Spectraflame Purple,Hot Wheels
Classic '32 Ford Vicky,1969,Spectraflame Light Blue,Hot Wheels
Classic '32 Ford Vicky,1969,Spectraflame Magenta,Hot Wheels
Classic '32 Ford Vicky,1969,Spectraflame Hot Pink,Hot Wheels
Classic '32 Ford Vicky,1969,Spectraflame Red,Hot Wheels
Classic '36 Ford Coupe,1969,Spectraflame Blue,Hot Wheels
Classic '36 Ford Coupe,1969,Spectraflame Aqua,Hot Wheels
Classic '36 Ford Coupe,1969,Spectraflame Green,Hot Wheels
Classic '36 Ford Coupe,1969,Spectraflame Lime Green,Hot Wheels
Classic '36 Ford Coupe,1969,Spectraflame Gold,Hot Wheels
Classic '36 Ford Coupe,1969,Spectraflame Red,Hot Wheels
Classic '36 Ford Coupe,1969,Spectraflame Orange,Hot Wheels
Classic '36 Ford Coupe,1969,Spectraflame Purple,Hot Wheels
Classic '36 Ford Coupe,1969,Spectraflame Antifreeze,Hot Wheels
Classic '36 Ford Coupe,1969,Spectraflame Rose,Hot Wheels
Classic '36 Ford Coupe,1969,Spectraflame Hot Pink,Hot Wheels
Classic '36 Ford Coupe,1969,Spectraflame Brown,Hot Wheels
Classic '36 Ford Coupe,1969,Spectraflame Magenta,Hot Wheels
Classic '36 Ford Coupe,1969,Spectraflame Light Blue,Hot Wheels
Classic '36 Ford Coupe,1969,Spectraflame Copper,Hot Wheels
Classic '36 Ford Coupe,1969,Spectraflame Olive,Hot Wheels
Classic '36 Ford Coupe,1969,Spectraflame Yellow,Hot Wheels
Classic '36 Ford Coupe,1969,Spectraflame Apple Green,Hot Wheels
Classic '36 Ford Coupe,1969,Spectraflame Ice Blue,Hot Wheels
'36 Ford Coupe,2005,Spectraflame Anti-Freeze,HWC Series 4 - Neo-Classics
Classic '36 Ford Coupe,2006,Spectraflame Pink,RLC Party Car
Classic '36 Ford Coupe,2007,Matte Black,2007 Red Line Club Rewards Series
Classic '57 T-Bird,1969,Spectraflame Aqua,Hot Wheels
Classic '57 T-Bird,1969,Spectraflame Blue,Hot Wheels
Classic '57 T-Bird,1969,Spectraflame Gold,Hot Wheels
Classic '57 T-Bird,1969,Spectraflame Green,Hot Wheels
Classic '57 T-Bird,1969,Spectraflame Lime Green,Hot Wheels
Classic '57 T-Bird,1969,Spectraflame Red,Hot Wheels
Classic '57 T-Bird,1969,Spectraflame Olive,Hot Wheels
Classic '57 T-Bird,1969,Spectraflame Orange,Hot Wheels
Classic '57 T-Bird,1969,Spectraflame Rose,Hot Wheels
Classic '57 T-Bird,1969,Spectraflame Purple,Hot Wheels
Classic '57 T-Bird,1969,Spectraflame Yellow,Hot Wheels
Classic '57 T-Bird,1969,Spectraflame Antifreeze,Hot Wheels
Classic '57 T-Bird,1969,Spectraflame Light Blue,Hot Wheels
Classic '57 T-Bird,1969,Spectraflame Brown,Hot Wheels
Classic '57 T-Bird,1969,Spectraflame Magenta,Hot Wheels
Classic '57 T-Bird,1969,Spectraflame Copper,Hot Wheels
Classic '57 T-Bird,1969,Spectraflame Hot Pink,Hot Wheels
Classic Cobra,1983,Blue,1983 Hot Ones
Classic Cobra,1983,Blue,1983 Real Riders
Classic Cobra,1984,Blue,1983 Real Riders
Classic Cobra,1986,Red,1986 Real Riders
Classic Cobra,1989,Red,1989 Hot Wheels
Classic Cobra,1989,Black,Park 'n Plates
Classic Cobra,1990,White,California Customs
Classic Cobra,1990,White,California Customs
Classic Cobra,1990,Fluorescent Yellow,California Customs
Classic Cobra,1993,White,Revealers 10-Pack
Classic Cobra,1993,Gray,25th Anniversary Ford 5-Pack
Classic Cobra,1994,Red,FAO Schwarz Gold Series Collection
Classic Cobra,1995,Red,1995 Hot Wheels
Classic Cobra,1995,Red,1995 Hot Wheels
Classic Cobra,1995,Fluorescent Yellow,Roarin' Rods Series
Classic Cobra,1995,Metalflake Green,1995 Treasure Hunt Series
Classic Cobra,1995,Gray,Carroll Shelby
Classic Cobra,1995,Metalflake Red,'60's Muscle Cars 5-Pack
Classic Cobra,1996,Metalflake Black,Limited Edition - Black Convertible Collection
Shelby Cobra 427 S/C,1996,White,Sports Car Series
Classic Cobra,1997,White,Limited Edition - General Mills Promo
Shelby Cobra 427 S/C,1998,Metalflake Blue,Race Team Series IV
Classic Cobra,1999,White,Show Biz 5-Pack
Classic Cobra,2000,White,Speed Blaster Series
Shelby Cobra 427 S/C,2001,Metalflake Red,Mainline
Shelby Cobra 427 S/C,2002,Metalflake Light Blue,Auto Milestones
Classic Cobra,2003,Dark Spectraflame Blue,B-Day 5-Pack
Classic Cobra,2004,Light Blue,2004 Pride Rides
Classic Cord,1971,Spectraflame Apple Green,Hot Wheels
Classic Cord,1971,Spectraflame Magenta,Hot Wheels
Classic Cord,1971,Spectraflame Yellow,Hot Wheels
Classic Cord,1971,Spectraflame Red,Hot Wheels
Classic Cord,1971,Spectraflame Rose,Hot Wheels
Classic Cord,1971,Spectraflame Blue,Hot Wheels
Classic Cord,1971,Spectraflame Green,Hot Wheels
Classic Cord,1971,Spectraflame Purple,Hot Wheels
Classic Cord,1971,Spectraflame Light Blue,Hot Wheels
Classic Cord,1971,Spectraflame Gold,Hot Wheels
Classic Cord,1971,Spectraflame Salmon,Hot Wheels
Classic Cord,1971,Spectraflame Hot Pink,Hot Wheels
Classic Cord,2005,Spectraflame Steel Blue,HWC Series 4 - Neo-Classics
Classic Cord,2007,Green,2007 Red Line Club Rewards Series
Classic Cord,2008,Spectraflame Pink,6th Annual Hot Wheels Collector's Nationals
Classic Cord,2010,Spectraflame Gold,HWC Series 9 - Real Riders
Classic Nomad,1970,Spectraflame Blue,1970 Hot Wheels
Classic Nomad,1970,Spectraflame Magenta,1970 Hot Wheels
Classic Nomad,1970,Spectraflame Gold,1970 Hot Wheels
Classic Nomad,1970,Spectraflame Aqua,1970 Hot Wheels
Classic Nomad,1970,Spectraflame Green,1970 Hot Wheels
Classic Nomad,1970,Spectraflame Light Green,1970 Hot Wheels
Classic Nomad,1970,Spectraflame Olive,1970 Hot Wheels
Classic Nomad,1970,Spectraflame Orange,1970 Hot Wheels
Classic Nomad,1970,Spectraflame Red,1970 Hot Wheels
Classic Nomad,1970,Spectraflame Yellow,1970 Hot Wheels
Classic Nomad,1970,Spectraflame Pink,1970 Hot Wheels
Classic Nomad,1970,Spectraflame Purple,1970 Hot Wheels
Classic Packard,1983,Black,1983 Hot Wheels
Classic Packard,1997,Black,1997 Hot Wheels
Classic Packard,2009,Metalflake Steel Blue,Larry's Garage
Classic Packard,2009,Orange,Larry's Garage
Classic Packard,2009,Red,Larry's Garage
Classic Packard,2009,Metalflake Green,Larry's Garage
Classic Packard,2009,White,Larry's Garage 21-Car Set
Cockney Cab,1971,Spectraflame Light Green,1971 Hot Wheels
Cockney Cab,1971,Spectraflame Red,1971 Hot Wheels
Cockney Cab,1971,Spectraflame Green,1971 Hot Wheels
Cockney Cab,1971,Spectraflame Yellow,1971 Hot Wheels
Cockney Cab,1971,Spectraflame Blue,1971 Hot Wheels
Cockney Cab,1971,Spectraflame Magenta,1971 Hot Wheels
Cockney Cab,1971,Spectraflame Rose,1971 Hot Wheels
Cockney Cab,1971,Spectraflame Aqua,1971 Hot Wheels
Cockney Cab,1971,Spectraflame Pink,1971 Hot Wheels
Combat Medic,1986,Olive,Action Command
Combat Medic,1986,Tan,Action Command
Combat Medic,1988,Gold Chrome,20th Anniversary - Special Collector's Edition
Combat Medic,1988,Gold Chrome,20th Anniversary - Special Collector's Edition
Combat Medic,2000,Metalflake Grey,Tony Hawk Skate Series
Combat Medic,2002,Orange,Halloween Highway Series
Combat Ambulance,2003,Silver,Carbonated Cruisers
Combat Medic,2009,Matte Khaki Green,Military Rods
Combat Medic,2009,Pearl White,Cop Rods
Combat Medic,2009,Metalflake Deep Red,Fire Rods
Combat Medic,2009,Spectraflame Orange,Hot Wheels Classics Series 5
Combat Medic,2009,Spectraflame Orange,Hot Wheels Classics Series 5
Combat Medic,2009,Spectraflame Steel Blue,Hot Wheels Classics Series 5
Combat Medic,2009,Spectraflame Steel Blue,Hot Wheels Classics Series 5
Combat Medic,2009,Spectraflame Black,Hot Wheels Classics Series 5 Boxed Set
Combat Medic,2009,Metalflake Green,HW City - Graffiti Rides 5-Pack
Combat Medic,2009,Chrome,Hot Wheels Delivery - Sweet Rides
Combat Medic,2009,Matte Blue And White,2009 Holiday Rods
Combat Medic,2009,Chrome,2009 Holiday Rods
Combat Medic,2002,Green,Oakland A's Promo
Combat Medic,2010,Yellow,Hot Wheels Delivery - Slick Rides
Combat Medic,2010,Metalflake Dark Gray,Hot Wheels Delivery - Slick Rides
Combat Medic,2011,Purple,Mardi Gras Cars
Combat Medic,2011,Metalflake Pearl Yellow,The Hot Ones - Weekend Machines 6-pack
Command Tank,1989,Tan,1989 Hot Wheels
Command Tank,1989,Tan,1989 Hot Wheels
Command Tank,1989,Olive Green,1989 Hot Wheels
Donut Drifter,2021,Pink,Fast Foodie
Command Tank,1992,White,1992 Hot Wheels
Command Tank,1997,Metalflake Purple,1997 Hot Wheels
Commando,1997,Metallic Dark Red,1997 Hot Wheels
Commando,1998,Orange,Off-Road Racing 4-Pack
Commando,2000,Yellow,Micro Racers CD
Commando,2001,White,Racing
Commando,2001,Red,Racing
Commando,2001,White,Racing
Commando,2001,Red,Racing
Construction Crane,1982,Yellow,1982 Workhorses
Construction Crane,1982,Yellow,1982 Workhorses
Construction Crane,1983,Yellow,1983 Hot Wheels
Convoy Custom,2009,Spectraflame Blue,Hot Wheels Classics Series 5
Convoy Custom,2009,Spectraflame Blue,Hot Wheels Classics Series 5
Convoy Custom,2009,Spectraflame Black,Hot Wheels Classics Series 5
Convoy Custom,2009,Spectraflame Black,Hot Wheels Classics Series 5
Convoy Custom,2009,Spectraflame Pink,Hot Wheels Classics Series 5
Convoy Custom,2009,Spectraflame Dark Green,Hot Wheels Classics Series 5 Boxed Set
Convoy Custom,2009,ZAMAC And Metalflake Copper,23rd Annual Convention - Dinner Car
Convoy Custom,2010,Metalflake Burnt Orange And Yellow,Hot Wheels Delivery - Slick Rides
Convoy Custom,2010,Metalflake Silver And Yellow,Hot Wheels Delivery - Slick Rides
Convoy Custom,2011,Spectraflame Gold And Black,2011 Collector Edition!
Cool-One,1976,Plum,1976 Flying Colors
Cool-One,1977,Purple,1977 Flying Colors
Cool-One,2004,White,First Editions
Cool-One,2004,White,2004 First Editions
Corvette SR-2,2002,Red,2002 First Editions
Corvette SR-2,2002,Metalflake Light Blue,2002 Hot Wheels
Corvette SR-2,2002,Black,Bloomington Gold Corvettes USA
Corvette SR-2,2002,Metalflake Blue,Bloomington Gold Corvettes USA 2002
Corvette SR-2,2002,Metalflake Dark Red,GM Promo
Corvette SR-2,2003,Blue,100% Preferred Corvette Series
'58 Corvette Roadster,2003,Black,100% Preferred Corvette Series
Corvette SR-2,2003,Red,Hall Of Fame Series - Legends
Corvette SR-2,2006,Light Green,Corvette 5-Pack
Corvette SR-2,2008,Yellow,10-Pack Exclusive
Corvette SR-2,2008,Matte Black,10-Pack Exclusive
Corvette SR-2,2008,Pearl White,10-Pack Exclusive
Corvette SR-2,2008,Metalflake Red,Fourth Of July Cars
Corvette SR-2,2012,Orange,Corvette 5-Pack
Corvette Stingray,1976,Red,1976 Flying Colors
Corvette Stingray,1976,Chrome,Super Chromes
Corvette Stingray,1977,Red,1977 Flying Colors
Corvette Stingray,1977,Chrome,Super Chromes
Corvette Stingray,1979,Yellow,1979 Hot Wheels
Corvette Stingray,1979,Gold Chrome,Golden Machines 6-Pack
Corvette Stingray,1980,Orange,Flying Colors
Corvette Stingray,1980,Orange,1980 Hot Wheels
Corvette Stingray,1982,Black,1982 Hot Wheels
Corvette Stingray,1982,Red,Hot Ones
Corvette Stingray,1985,Red,Limited Edition - Kellogg's Cereal Mail-in Offer
Corvette Stingray,1985,White,1985 Hot Wheels
Corvette Stingray,1988,White,1988 Hot Wheels
Corvette Stingray,1988,Metalflake Silver,Limited Edition - 20th Anniv. - Special Collector's Edition
Corvette Stingray,1988,Yellow,1988 Hot Wheels
Corvette Stingray,1988,Gold Chrome,Limited Edition - 20th Anniv. - Special Collector's Edition
Corvette Stingray,1990,Orange,Limited Edition - Cereal Promo
Corvette Stingray,1992,Light Green Textured Plastic Body,Gleam Team
Corvette Stingray,1992,Chrome Textured,Gleam Team Edition
Corvette Stingray,1996,White,1996 Hot Wheels
Corvette Stingray,1995,Light Blue,Chevrolet 5-Pack
Corvette Stingray,1992,Chrome Textured Plastic Body,Gleam Team
Corvette Stingray,1995,Metallic Green,Real Riders Series
Corvette Stingray,1996,White,1996 Hot Wheels
Corvette Stingray,1996,White,1996 Hot Wheels
Corvette Stingray,1997,Orange,Limited Edition - General Mills Promo
Corvette Stingray,1998,Orange,Tattoo Machines Series
Corvette Stingray,1999,White,Ocean Blasters 5-Pack
Corvette Stingray,2001,Black,2001 Hot Wheels
Corvette Stingray,2003,Blue,Tiki Blasters 5-Pack
Corvette Stingray,2005,Spectraflame Orange,Hot Wheels Classics Series 1
Corvette Stingray,2006,Metalflake Green,Flying Customs
Corvette Stingray,2008,Metalflake Gold,Egg-Clusives Series
Corvette Stingray,2008,Metalflake Silver,Easter Speedsters 5-Pack
Corvette Stingray,2008,Pearl Light Blue,2008 Egg Hunt Easter Speedsters 6-Pk
Corvette Stingray,2008,Metalic Blue,40 Years Of Hot Wheels Box Set
Corvette Stingray,2009,Metalflake Silver,Sharkbite Racers 5-Pack
Corvette Stingray,2003,Silver,2003 First Editions
Corvette Stingray,2003,Silver,2003 First Editions
Corvette Stingray,2003,Metalflake Champagne Gold,Highway 35 World Race
Corvette Stingray,2004,Light Green,Pride Rides
Corvette Stingray,2004,Light Green,Pride Rides
Corvette Stingray III,1993,Dark Red,Demolition Man
Corvette Stingray III,1997,Purple,1997 Hot Wheels
Corvette Stingray III,1996,Purple,1996 Hot Wheels
Corvette Stingray III,1997,Blue,1997 Hot Wheels
Corvette Stingray III,1998,Silver,Treasure Hunt Series
Corvette Stingray III,1999,Red,Ocean Blasters 5-Pack
Corvette Stingray III,2000,Gold,Sports Stars 5-Pack
Corvette Stingray III,2000,Blue,San Diego Padres Promo
Corvette Stingray III,2004,White,Track Aces Series
Covelight,2005,Flat Silver,AcceleRacers - Silencerz
Covelight,2006,Light Purple,2006 AcceleRacers Series Acceleron Series
Covelight,2006,Gray,Ultimate Track 3-Pack
Crooze Ooz Coupe,2004,Unpainted,2004 First Editions
Crooze Ooz Coupe,2004,Black,McDonald's Happy Meal
Cunningham C4R,2001,White,First Editions
Cunningham C4R,2002,Pearl Metalflake Blue,2002 Hot Wheels
Cunningham C4R,2003,White,Truckin' Transporters
Cunningham C4R,2003,White,Hall Of Fame
Cunningham C4R,2004,Metalflake Light Gold,Pride Rides
Custom '56 Volkswagen Drag Beetle,2011,Zamac,Hot Wheels Garage - Volkswagen
Custom '56 Volkswagen Drag Beetle,2011,Matte Black,Hot Wheels Garage - Volkswagen
Custom '59 Cadillac,2002,Metalflake Bazooka Pink,2002 First Editions
Cadillac 1959,2003,Yellow,Radical Wrestlers
1959 Cadillac,2003,Rose Gold Metallic Pearl,Pride Rides Segment 02 - 11
Custom '59 Cadillac,2003,Metalflake Dark Blue,Hall Of Fame
Custom '69 Chevy,2002,Red,2002 First Editions
Custom '69 Chevy,2003,Green,Radical Wrestlers
Custom '69 Chevy,2003,Purple,2003 Mainline
Custom '69 Chevy,2003,Blue,Pro Racing
Custom '69 Chevy,2004,Purple,Truckus 500 5-Pack
Custom '69 Chevy,2005,Purple,Car Crusher Playset
Custom '69 Chevy,2005,Yellow,Heat Fleet II 5-Pack
Custom AMX,1969,Spectraflame Aqua,Hot Wheels
Custom AMX,1969,Spectraflame Blue,Hot Wheels
Custom AMX,1969,Spectraflame Green,Hot Wheels
Custom AMX,1969,Spectraflame Light Blue,Hot Wheels
Custom AMX,1969,Spectraflame Gold,Hot Wheels
Custom AMX,1969,Spectraflame Hot Pink,Hot Wheels
Custom AMX,1969,Spectraflame Red,Hot Wheels
Custom AMX,1969,Spectraflame Apple Green,Hot Wheels
Custom AMX,1969,Spectraflame Olive,Hot Wheels
Custom AMX,1969,Spectraflame Orange,Hot Wheels
Custom AMX,1969,Spectraflame Lime Green,Hot Wheels
Custom AMX,1969,Spectraflame Rose,Hot Wheels
Custom AMX,1969,Spectraflame Magenta,Hot Wheels
Custom AMX,1969,Spectraflame Purple,Hot Wheels
Custom AMX,1969,Spectraflame Yellow,Hot Wheels
Custom AMX,1969,Spectraflame Salmon,Hot Wheels
Custom AMX,1969,Spectraflame Anitfreeze,Hot Wheels
Custom AMX,1969,Spectraflame Blue,Hot Wheels
Custom AMX,2010,Chrome,Limited Edition - RLC 2010 Club Car
Custom AMX,2010,Spectraflame Red,Limited Edition - RLC 2010 Club Car
Custom AMC AMX,2010,Spectraflame Blue,RLC
Custom AMX,2010,Spectraflame Purple,RLC
Custom Barracuda,1968,Spectraflame Purple,Original 16
Custom Barracuda,1968,Spectraflame Blue,Original 16
Custom Barracuda,1968,Spectraflame Green,Original 16
Custom Barracuda,1968,Spectraflame Aqua,Original 16
Custom Barracuda,1968,Spectraflame Red,Original 16
Custom Barracuda,1968,Spectraflame Gold,Original 16
Custom Barracuda,1968,Spectraflame Antifreeze,Original 16
Custom Barracuda,1968,Spectraflame Light Blue,Original 16
Custom Barracuda,1968,Spectraflame Antifreeze,Original 16
Custom Barracuda,1968,Spectraflame Creamy Pink,Original 16
Custom Barracuda,1968,Spectraflame Rose,Original 16
Custom Barracuda,1968,Spectraflame Olive,Original 16
Custom Barracuda,1968,Spectraflame Orange,Original 16
Custom Barracuda,1968,Spectraflame Aqua,Original 16
Custom Barracuda,1968,Spectraflame Purple,Original 16
Custom Barracuda,1968,Spectraflame Purple,Original 16
Custom Barracuda,1968,Spectraflame Copper,Original 16
Custom Barracuda,1968,Spectraflame Green,Original 16
Custom Barracuda,1968,Spectraflame Blue,Original 16
Custom Barracuda,1968,Spectraflame Red,Original 16
Custom Barracuda,1968,Spectraflame Light Blue,Original 16
Custom Barracuda,1968,Spectraflame Creamy Pink,Original 16
Custom Barracuda,1968,Spectraflame Orange,Original 16
Custom Barracuda,1968,Spectraflame Olive,Original 16
Custom Barracuda,1968,Spectraflame Gold,Original 16
Custom Barracuda,1968,Spectraflame Antifreeze,Original 16
Custom Barracuda,1968,Spectraflame Antifreeze,Original 16
Custom Barracuda,1968,Spectraflame Purple,Original 16
Custom Barracuda,1968,Spectraflame Rose,Original 16
Custom Barracuda,1968,Spectraflame Gold,Original 16
Custom Barracuda,1968,Spectraflame Aqua,Original 16
Custom Barracuda,1968,Spectraflame Blue,Original 16
Custom Barracuda,1968,Spectraflame Green,Original 16
Custom Camaro,1968,Spectraflame Orange,Original 16
Custom Barracuda,2004,Chrome,2004 Red Line Club Membership Car
Plymouth Barracuda,2004,Chrome,Limited Edition - RLC 2004 Club Car
